date,min_temperature,max_temperature,avg_temperature,avg_humidity,rainfall,sunshine_duration,max_wind_speed,wind_direction,avg_wind_speed,most_wind_direction
26-08-2020,26,33.8,29.1,67,0,7.4,4,340,1,C
27-08-2020,25.8,34,29,64,,6.5,8,340,2,C
28-08-2020,26.2,34.4,29.3,64,0,7.3,4,100,1,C
29-08-2020,26.4,34.4,29.9,64,0,7.4,4,80,1,C
30-08-2020,26.4,33.8,29.2,68,,5.2,7,320,2,C
31-08-2020,26.8,33,29.3,68,0,7.3,4,300,1,C
01-09-2020,26.6,35,30.5,59,0,7.5,5,170,1,C
02-09-2020,25,32.2,29.1,71,,7.2,6,340,2,W
03-09-2020,26.2,32.6,29.4,72,1.4,4.7,4,330,1,C
04-09-2020,27.2,34.8,30.4,67,,4.5,8,120,2,C
05-09-2020,26.8,32.4,29.1,73,,8.3,4,320,1,C
06-09-2020,26.4,32.6,29.4,71,0,5.6,3,330,1,C
07-09-2020,26.8,34,29.9,66,,5.5,5,320,2,C
08-09-2020,27.4,33.6,30.2,61,0,8.7,3,30,1,C
09-09-2020,27.8,34,30.6,62,0,8,6,80,2,C
10-09-2020,26,33,29.4,71,,7,6,330,2,C
11-09-2020,27,32.4,29.5,69,,4.5,7,320,1,C
12-09-2020,27,33,29.5,71,0,2.2,3,290,1,C
13-09-2020,26.8,33.6,29.6,67,0,6.5,3,40,2,C
14-09-2020,27,32,28,78,,6.2,7,90,2,C
15-09-2020,24.4,32,27.3,79,47.8,5.5,3,290,1,C
16-09-2020,24.2,32.2,28.8,67,11.6,6.5,8,320,2,C
17-09-2020,25,34,29.6,66,0,8.5,5,90,1,C
18-09-2020,25.4,33.8,29.9,68,,8.1,4,60,2,C
19-09-2020,26.4,34.4,30.3,64,,8,8,50,3,SE
20-09-2020,,,,87,2,8.4,4,300,1,C
21-09-2020,24.6,32.5,27.7,80,30,1,8,290,2,C
22-09-2020,24,32.4,27.9,77,34.6,6,6,330,2,C
23-09-2020,24.8,32.6,29.3,71,0,5.2,4,340,1,C
24-09-2020,25.8,33,29.7,73,0,9.6,3,300,1,C
25-09-2020,26.8,33.8,30.2,68,0,8,5,330,2,C
26-09-2020,26.8,33.2,29.3,73,,6.5,6,320,2,C
27-09-2020,25.2,31.8,28,77,22,2.3,4,260,1,C
28-09-2020,25.6,34.4,29.8,68,2.5,4.5,4,80,2,C
29-09-2020,26.6,32.8,29.7,66,0,7.6,6,330,2,C
30-09-2020,26.6,34.8,30.6,66,,7.2,5,90,2,C
01-10-2020,26,34.6,30.3,70,,9.7,7,70,2,C
02-10-2020,27.6,33.2,29.4,72,0,9,5,300,2,C
03-10-2020,27,30.8,27.8,78,0,6,5,80,1,C
04-10-2020,25,32.4,28.4,74,12.5,1.9,8,310,3,NW
05-10-2020,24.2,33,28.8,68,17.3,6.2,4,340,2,C
06-10-2020,25.8,33,28.8,67,,8,4,20,1,C
07-10-2020,25.8,33.6,29.7,68,0,8,5,180,1,C
08-10-2020,25,32.4,29.3,71,,9.8,4,340,2,C
09-10-2020,25,31.6,28.7,77,8,4,7,320,2,C
10-10-2020,26.6,32.2,28.8,75,0,4.7,4,300,1,C
11-10-2020,25.6,32,28.5,77,6.6,2.2,4,290,1,C
12-10-2020,25.6,33.2,29.7,68,,3.5,4,340,1,C
13-10-2020,26.6,32.6,29.5,70,,5,7,320,2,C
14-10-2020,27.4,33.2,29.8,70,0,4.6,5,300,2,C
15-10-2020,27.2,33.6,30,67,0,8,5,80,1,C
16-10-2020,27,33.6,28.4,75,,7.8,5,340,1,C
17-10-2020,24.4,32,28.7,75,48.5,4,7,330,2,C
18-10-2020,26.6,32.2,28.8,75,0,6,6,310,1,C
19-10-2020,26.8,32.6,28.6,79,0,5.5,7,330,2,C
20-10-2020,25,32.8,28.6,78,10.5,4.4,5,360,2,C
21-10-2020,25.4,32,27.3,82,24.6,7.5,8,320,2,C
22-10-2020,24,33,28.8,76,57.6,4,4,200,2,W
23-10-2020,26.4,33.6,29.8,68,0,5,4,260,1,C
24-10-2020,26.4,32.6,29.2,72,,3.5,5,100,2,C
25-10-2020,25.6,32,28.2,78,,8.8,6,330,1,C
26-10-2020,26,32.2,27.4,82,0.8,5,4,340,1,C
27-10-2020,25.2,31,27,82,5.4,3,7,320,2,C
28-10-2020,24.6,32.2,28.3,80,15,0,7,320,2,C
29-10-2020,25.6,33.4,29.4,74,1.5,6.8,4,20,1,C
30-10-2020,27,32.4,29.1,76,,6,4,120,1,C
31-10-2020,26.1,32.6,28.1,77,0,3.4,7,330,2,C
01-11-2020,25,32.8,27.7,81,5.5,5.8,5,320,2,C
02-11-2020,25.8,32.4,28.6,75,7,3.5,5,240,2,C
03-11-2020,26.2,32.2,28.8,74,0,2.2,5,300,1,C
04-11-2020,26.4,32.6,28.6,74,,7.5,5,330,2,C
05-11-2020,25,29.8,27.3,83,3,3,4,240,1,C
06-11-2020,25.6,31.4,27.7,86,5,0,3,280,1,C
07-11-2020,25.4,33.4,28.9,80,10,2.6,4,100,1,C
08-11-2020,25.8,31.6,27.8,80,,6.5,5,320,2,C
09-11-2020,25,33.8,29.1,71,1,5.2,5,50,1,C
10-11-2020,26.4,32.2,29.5,77,0,8.7,9,340,2,C
11-11-2020,26.8,33,29.9,72,0,5.2,4,340,1,C
12-11-2020,27,34.4,29.8,74,3.6,7.5,5,20,2,C
13-11-2020,25.6,33.4,30.4,76,,5,4,70,1,C
14-11-2020,27.4,33.4,30.5,71,,7.5,8,320,2,C
15-11-2020,27.6,34.6,30.7,68,0,8.5,5,130,1,C
16-11-2020,27.6,35,29.7,74,0,7.6,6,190,2,C
17-11-2020,26,32.2,29.3,78,,7.3,6,330,2,C
18-11-2020,26.6,32.8,29.3,76,,4.5,5,340,1,C
19-11-2020,26.8,33.2,30.2,72,,3,4,300,1,C
20-11-2020,28,32.6,29.7,77,0,7,4,130,1,C
21-11-2020,26.6,32.4,29.2,76,,3.8,5,320,1,C
22-11-2020,26.8,31.8,28.5,77,0,5.6,4,280,1,C
23-11-2020,,30.6,28,81,0,2.7,5,290,1,C
24-11-2020,25.6,34.4,28.1,77,1,0,4,200,1,C
25-11-2020,25.4,33.8,28.3,78,15,3,6,320,1,C
26-11-2020,25.6,32.6,28.7,77,26,6.2,3,290,1,C
27-11-2020,26.2,35.2,29.4,70,0,5.5,6,280,2,C
28-11-2020,25,32.6,28.5,79,9,3.7,3,30,1,C
29-11-2020,26,32.8,28.4,74,0.2,2.2,9,250,4,W
30-11-2020,25.2,32,27.8,76,1,1.5,6,260,2,C
01-12-2020,26.2,34,29.4,70,,1,7,250,2,C
02-12-2020,,33.8,29.4,70,,5,6,330,2,NW
03-12-2020,24.4,30.4,26.9,79,5,7.5,4,320,1,C
04-12-2020,24.4,32.4,27.8,80,1.4,0.3,4,310,1,C
05-12-2020,26,30.2,27.5,80,14.4,4,6,270,2,C
06-12-2020,25,28.6,26,90,32.5,0.5,7,320,3,W
07-12-2020,24.2,30.2,26.1,88,34.8,0,3,320,1,C
08-12-2020,24.4,32.2,28.4,78,7.2,0.2,4,340,2,W
09-12-2020,25.6,32.2,28.9,75,9.3,6.2,10,270,2,C
10-12-2020,25,32,27.8,80,,3.5,7,330,2,NW
11-12-2020,26,30.4,28.1,80,0.4,2,8,320,3,W
12-12-2020,25.4,32.2,27.7,78,4.8,3.3,4,300,2,W
13-12-2020,25.6,30.2,27,83,,2,4,270,1,C
14-12-2020,25,32.2,28,76,,8,5,250,2,W
15-12-2020,25.8,32.6,27.7,78,,0.4,9,270,4,W
16-12-2020,25.4,32.2,28.1,76,9,1.8,4,340,2,W
17-12-2020,24.8,31.8,27.5,79,6,2.2,5,260,2,W
18-12-2020,25,31.8,28.3,74,,2.4,4,260,1,C
19-12-2020,25.4,32.8,28.2,74,,2,6,270,3,SW
20-12-2020,25.8,30.8,27.2,81,,4.6,5,270,2,W
21-12-2020,24.8,29.6,27.4,76,4.2,2.4,5,290,2,C
22-12-2020,25.6,31.6,28.6,73,,0.8,4,280,2,W
23-12-2020,25.6,34.8,29.6,65,0,2,7,280,2,W
24-12-2020,26.4,33.4,28.9,68,0,7,5,300,2,C
25-12-2020,25.8,34.2,29.3,67,,4.5,6,270,1,C
26-12-2020,,34.4,28.9,70,0.7,6.5,7,270,3,W
27-12-2020,25.6,32.4,29.4,70,,4.8,6,330,3,NW
28-12-2020,26.4,33,29.1,70,,7,4,310,3,W
29-12-2020,26.4,32,28.3,73,0,5.3,9,290,2,C
30-12-2020,25.6,32.6,28,75,,1.5,5,270,2,W
31-12-2020,25.6,30.2,26.5,83,5,0.2,4,240,1,C
01-01-2021,25,30,27,80,13.8,0,4,310,1,C
02-01-2021,25,31.2,27.6,78,,2.5,6,290,2,C
03-01-2021,25,32.4,27.9,77,,3.5,8,320,2,C
04-01-2021,25.6,32.6,28.8,75,9.4,2.7,7,260,2,C
05-01-2021,26.2,29.6,28.4,76,0,5.2,5,310,1,C
06-01-2021,24,30.6,27.2,85,8.2,2.6,10,260,1,C
07-01-2021,24,29.8,26.8,84,40.5,,3,320,1,C
08-01-2021,25,30.2,27.1,85,2,0,8,320,2,C
09-01-2021,25.6,32,26.4,87,14.4,0.6,5,300,1,C
10-01-2021,24.6,31,27.1,82,34.3,4,4,280,1,C
11-01-2021,24.6,30.8,27.8,78,,0,5,300,2,NW
12-01-2021,25,30,27.3,82,,5,5,240,2,W
13-01-2021,25.6,29,27.2,83,13.2,0.3,5,290,2,C
14-01-2021,26,29.4,27.4,81,0.2,1,8,300,2,C
15-01-2021,25,29.8,27.9,79,,0,5,300,2,C
16-01-2021,25.6,34.2,29.2,70,,0.4,10,260,2,W
17-01-2021,25.6,30.4,27.9,82,0,5.5,6,310,2,NW
18-01-2021,26.2,28.8,26.8,86,1.8,2.2,7,250,2,C
19-01-2021,24,29.4,26.7,82,15.7,0,6,300,2,C
20-01-2021,24.8,29.8,27.3,80,14,1.4,9,340,3,C
21-01-2021,24.8,28.4,26.6,87,3.2,3.6,4,300,1,C
22-01-2021,25.6,29.4,27,79,8.5,0.5,7,260,1,C
23-01-2021,25.4,30.8,27.4,82,0,0.4,6,260,2,C
24-01-2021,24,27.6,25.1,94,16.5,1.4,3,290,1,C
25-01-2021,24,30.4,27.6,80,43.8,0,4,330,1,C
26-01-2021,,31.8,27.4,83,0,6,5,280,2,C
27-01-2021,23.4,30,25.9,86,7,3.1,6,260,2,W
28-01-2021,24,28.8,25.7,87,1.2,0.2,6,210,2,C
29-01-2021,24,29.4,26.2,87,38.4,0.3,4,290,1,C
30-01-2021,24.2,29.8,26.6,86,26.2,2.8,5,290,2,C
31-01-2021,24.2,29.2,26.6,87,20.5,1.3,4,300,1,C
01-02-2021,24.8,30.4,27.1,82,0.4,0.2,7,340,2,C
02-02-2021,25.4,29.8,27.4,83,16.4,4,5,340,2,C
03-02-2021,24.2,29.4,26.5,89,76.2,6.5,7,290,1,C
04-02-2021,24.2,29.8,26.5,87,18,0.3,10,320,3,C
05-02-2021,25,29.6,27,85,21,6.4,7,280,3,NW
06-02-2021,24.6,30,28.2,80,39.4,4,5,300,2,NW
07-02-2021,25.8,30.2,27.8,82,67.8,7.6,8,350,3,C
08-02-2021,25,30.2,28,83,9,4.4,8,330,2,C
09-02-2021,24.2,30.2,27.2,87,16.5,3.5,4,270,1,C
10-02-2021,25.4,30.8,28.1,80,1.4,5.8,7,200,2,C
11-02-2021,25.8,32,27.6,81,,2.8,5,290,2,C
12-02-2021,25.4,29.6,27.4,82,4.2,4,5,330,2,NW
13-02-2021,25.2,31,27.9,79,0.8,3,6,340,2,C
14-02-2021,26,29.2,27.3,88,22.3,4.2,3,270,1,C
15-02-2021,25.2,30.6,27.4,86,11.8,1.2,7,340,2,C
16-02-2021,24.2,28.2,25.5,95,59,4.1,3,330,1,C
17-02-2021,23.8,29,26,85,72.8,0,5,340,1,C
18-02-2021,24.4,30,25.8,86,0,0,5,310,2,C
19-02-2021,24.5,29.4,26.6,82,94.1,2,7,340,2,C
20-02-2021,,30,27.9,78,27,2.6,7,320,3,NW
21-02-2021,24.8,30.2,27.2,82,16.4,3.5,9,330,2,C
22-02-2021,25.4,30.4,27.9,78,0,8.4,6,300,2,NW
23-02-2021,26.4,31,27.9,80,0,5.5,10,340,3,C
24-02-2021,24,32.4,27.3,77,0.3,5.4,8,300,2,C
25-02-2021,24.6,30,27.3,85,11.8,3.2,10,320,3,NW
26-02-2021,24,29.6,26.8,86,13.9,3.4,3,310,1,C
27-02-2021,25,31.6,28.1,82,3.9,1.2,5,320,1,C
28-02-2021,26,34,29.5,70,,5,6,270,2,W
01-03-2021,26.2,33.4,29.3,72,0.2,3.5,8,330,3,C
02-03-2021,24.8,30.8,27.3,82,20.4,5.8,3,310,1,C
03-03-2021,24.6,31.4,27.7,82,35.2,4.5,7,260,1,C
04-03-2021,25,31.6,28.3,78,1.3,5.9,4,310,1,C
05-03-2021,25.4,31.6,27.4,82,3,3,10,320,2,C
06-03-2021,25.8,30.4,26.8,86,0.6,4.2,3,300,1,C
07-03-2021,24.2,30.6,27.1,85,67.2,5,8,330,2,C
08-03-2021,,31.4,27,80,2,0.2,5,250,2,W
09-03-2021,24.8,30.4,27.3,80,3.4,2,5,330,1,C
10-03-2021,25,30.6,27.4,83,40.6,3.5,9,330,2,C
11-03-2021,23,30.2,26,82,35.1,5.6,5,290,1,C
12-03-2021,23.4,29.6,27.4,83,1,3.3,6,340,2,C
13-03-2021,25.8,32.8,28.7,74,0.1,2.1,6,330,2,C
14-03-2021,25,30.8,26.9,79,2.6,5,4,250,1,C
15-03-2021,25,30.2,27.6,84,5.2,4.8,4,250,1,C
16-03-2021,25,32.2,27.8,82,,0,5,310,1,C
17-03-2021,24.8,32,28.1,76,13.6,4,8,320,2,C
18-03-2021,26.4,32,29,74,0,8.2,4,300,1,C
19-03-2021,27,31.6,28.9,76,0,7,7,290,2,C
20-03-2021,25,31.8,27.8,80,,4.6,5,330,3,W
21-03-2021,26,32.8,28.4,79,4,3.6,6,330,2,NW
22-03-2021,26.2,32.8,29.3,73,,8,5,320,2,C
23-03-2021,26.8,33.8,29.1,75,0,8,8,280,2,C
24-03-2021,26.4,33.2,28.9,72,,8,6,270,3,W
25-03-2021,27,31.4,28.8,72,,5,5,320,1,C
26-03-2021,26,32.6,28.8,76,0,5,7,320,2,C
27-03-2021,26.8,32,28.3,82,0,8.4,5,290,2,C
28-03-2021,25,32.8,28.8,79,4.5,2.3,5,310,1,C
29-03-2021,26.4,32,28.3,82,,8.5,8,330,2,C
30-03-2021,27,29.4,27.8,86,3.5,1.3,2,70,1,C
31-03-2021,26,33,28.5,79,0.6,1,6,290,2,C
01-04-2021,25,30.4,27.8,76,4,7,3,260,1,W
02-04-2021,25.8,32.2,29,73,,0.2,7,320,2,C
03-04-2021,25,29.8,26.9,88,73.4,8,2,130,1,C
04-04-2021,25.2,30.2,27.7,84,1.6,0,4,290,1,C
05-04-2021,25,32,28.5,78,,0.4,4,320,2,C
06-04-2021,26,33.4,29,71,,1.5,10,250,5,W
07-04-2021,25.4,30.4,27.8,76,0.8,5.6,9,260,2,W
08-04-2021,25.6,33.4,29.1,75,0.9,0.8,6,280,1,C
09-04-2021,25.6,31.8,28.6,78,,6.7,6,330,2,C
10-04-2021,24.4,31.6,27.6,81,6,6.5,5,320,1,C
11-04-2021,25.2,31.6,28.1,77,0,3.3,3,300,1,C
12-04-2021,26,33.6,28.7,74,1.2,3.5,7,290,2,C
13-04-2021,25,32.8,28,80,25.5,5.8,5,310,1,C
14-04-2021,25.6,31.8,28,81,,6,7,340,1,C
15-04-2021,25,31.8,27.3,82,3.4,5.6,3,320,1,C
16-04-2021,25.4,31.8,28.3,78,2.7,5.5,5,230,1,C
17-04-2021,26,31.4,27.6,84,,6.8,5,320,1,C
18-04-2021,25.8,31.8,28.6,78,27.7,2.5,5,320,1,C
19-04-2021,26.4,32,28.7,76,0,4.2,3,320,1,C
20-04-2021,26.2,32.8,29.1,73,0,6.3,4,300,1,C
21-04-2021,25.6,33.2,29.3,72,,4,6,340,1,C
22-04-2021,26.4,33,29.3,68,,7,6,320,2,C
23-04-2021,26.8,32.2,28.2,76,0,7,4,280,1,C
24-04-2021,25.4,32.6,28.5,74,10.5,7,7,290,2,C
25-04-2021,25,32.8,29.3,73,,6.8,3,10,1,C
26-04-2021,26.8,34.2,30.2,70,,6.8,8,340,2,C
27-04-2021,27.2,34.2,29.9,73,0,6.5,3,120,1,C
28-04-2021,26.4,32.2,28.8,78,0,7,5,340,1,C
29-04-2021,25.4,33.4,29,76,56.2,3,5,270,1,C
30-04-2021,25.2,32,28.6,80,,6.8,4,340,1,C
01-05-2021,26.6,33.4,29.7,76,0,1.8,3,150,1,C
02-05-2021,27.2,33.6,29.8,76,0,6,5,330,1,C
03-05-2021,26,33,29.7,76,,5.8,4,140,2,E
04-05-2021,26.6,32.8,29.5,72,,4,5,330,1,C
05-05-2021,27.4,32.4,29.5,78,0,2.7,5,330,1,C
06-05-2021,26,32.4,27.6,81,36.8,4,6,250,2,C
07-05-2021,25,32.8,28.8,80,4,2.5,6,350,1,C
08-05-2021,25.8,33.2,29.2,78,0.4,6,7,330,2,C
09-05-2021,24.6,32.4,28.4,80,47,4,4,300,1,C
10-05-2021,25.4,33.6,29.7,76,3.5,6.6,5,280,1,C
11-05-2021,25.6,34.8,29.9,73,,6.5,4,340,2,C
12-05-2021,27.2,33.8,30.1,74,,6.5,5,150,1,C
13-05-2021,27.2,33.6,29.6,76,0,6.6,3,350,2,C
14-05-2021,26.8,34.4,29.8,71,,5.6,5,250,2,C
15-05-2021,26,33.4,29.8,72,,5.5,3,70,1,C
16-05-2021,27.6,33.4,30.1,72,0,6.8,3,300,1,C
17-05-2021,28,33,29.8,75,0,6.4,7,320,2,C
18-05-2021,23.4,31.6,27.3,82,92.2,2.4,4,290,1,C
19-05-2021,,32.8,29.1,77,,2.6,5,340,1,C
20-05-2021,26.6,33.2,29.6,74,,4.2,5,320,2,NW
21-05-2021,27,33.4,29.1,77,0.2,5,5,320,1,C
22-05-2021,27,32.6,28.9,76,0,6.5,5,320,1,C
23-05-2021,25.6,32.8,29.1,76,,2.7,5,320,1,C
24-05-2021,26.6,32.6,29.5,77,,,5,300,1,C
25-05-2021,25,33,28.5,77,10,2,3,320,1,C
26-05-2021,25.6,33.4,29.1,76,0,5.2,6,120,2,C
27-05-2021,26.8,33.6,29.7,73,0,6.4,5,90,1,C
28-05-2021,27,34,29.8,74,0,6.7,3,50,2,C
29-05-2021,26.8,30,27.5,83,,6.5,3,320,1,C
30-05-2021,25.2,33,28.5,80,9.5,0.4,4,320,1,C
31-05-2021,26,32.4,29.3,79,,6,3,350,1,C
01-06-2021,26.8,32.6,28.8,81,,,5,10,1,C
02-06-2021,26.8,33,29,80,0.2,5.5,5,350,1,C
03-06-2021,27,32.8,28.9,83,0,6.7,5,290,1,C
04-06-2021,25.8,34.2,30.2,77,6.7,1.8,4,110,1,C
05-06-2021,26.8,33,29.3,78,,5,5,290,1,C
06-06-2021,27.4,32.8,29.5,78,0,5.6,5,330,1,C
07-06-2021,25.2,32.5,28.1,80,31.4,6.5,5,320,1,C
08-06-2021,26,32.6,29.1,76,,5,4,20,2,C
09-06-2021,26.4,32.4,29.1,77,2.2,6,5,10,1,C
10-06-2021,26.8,33,29.4,76,0,4.7,5,330,2,C
11-06-2021,26.8,32,28.7,79,0,4.4,5,350,1,C
12-06-2021,25,33.8,28.9,78,16,2.5,4,40,1,C
13-06-2021,25.4,33.6,29.5,76,1,6,5,150,2,C
14-06-2021,27,31.8,28.7,78,,6.3,3,100,1,C
15-06-2021,26.2,32.5,28.1,78,0.4,2.5,5,290,2,C
16-06-2021,25,31.2,28.1,80,,2,3,80,1,C
17-06-2021,25.4,30.8,27.8,83,1.4,2,4,310,1,C
18-06-2021,26,30.4,27.4,84,0.2,0.3,3,130,1,C
19-06-2021,25.6,27.6,26,92,0.9,1.2,5,320,1,C
20-06-2021,24.2,30.8,27,83,16.7,0,5,340,1,C
21-06-2021,,32,26.5,85,1.6,3,7,260,2,C
22-06-2021,25,31.2,27.6,79,,3.7,3,340,1,C
23-06-2021,25.2,30.8,27.8,81,0,5.5,5,320,1,C
24-06-2021,25,30.2,27.3,81,,0,5,320,1,C
25-06-2021,25.4,33,28.5,78,,1.2,4,330,1,C
26-06-2021,25.8,32.6,29,78,0,5.4,4,330,1,C
27-06-2021,26.4,33,28.9,78,0,4.5,6,320,1,C
28-06-2021,25,32.6,28.4,78,,4,4,330,1,C
29-06-2021,,32.2,28.5,74,,1,7,330,2,C
30-06-2021,26,30.2,27.5,82,0.4,4.2,4,330,1,C
01-07-2021,26,31,26.3,86,1,2,4,330,1,C
02-07-2021,24,32.4,28.3,75,12,1,4,130,1,C
03-07-2021,26,33.8,29,73,0,6.8,3,120,1,C
04-07-2021,25.6,33.8,29,74,,6.5,4,250,1,C
05-07-2021,26.2,32.4,28.6,76,0,6.6,4,300,1,C
06-07-2021,25,32.2,28.6,74,,5.5,3,300,1,C
07-07-2021,26,31.8,28.5,70,,6.5,5,320,1,C
08-07-2021,25.2,33.2,28.5,69,0,4.6,3,90,1,C
09-07-2021,25.4,34,29.3,71,0,4,7,320,1,C
10-07-2021,25,32.6,29.6,73,,5.8,3,110,2,E
11-07-2021,26.6,32,29,77,,3,6,110,2,C
12-07-2021,26.6,33.4,29.3,69,0,5.2,4,130,1,C
13-07-2021,24,31,27.5,78,0,6.6,7,290,2,C
14-07-2021,25,31.6,28.1,75,,0,5,350,1,C
15-07-2021,25.6,32,28.3,75,,1.4,7,320,1,C
16-07-2021,25.8,33,28.7,68,0,4.6,3,140,1,C
17-07-2021,26,34,29.2,69,0,5.5,4,330,1,C
18-07-2021,24,32.6,28.6,72,,6.5,5,330,1,C
19-07-2021,26.2,31.8,29,75,,6.5,3,110,0,C
20-07-2021,26.4,32.4,28.4,79,,1.2,4,340,1,C
21-07-2021,26.4,32.6,28.7,77,0,5,5,320,2,C
22-07-2021,,32,28.3,78,,4.2,4,330,1,C
23-07-2021,25,31,27.1,82,17.8,0.4,7,330,2,C
24-07-2021,25.4,31,27.8,81,2.5,1.8,4,350,1,C
25-07-2021,24.6,32.6,27.7,79,2.5,2.6,5,310,1,C
26-07-2021,24,33.2,28.3,69,,6.5,4,100,1,C
27-07-2021,24.6,33.6,28.4,66,,6.5,5,20,1,C
28-07-2021,25,33.6,28.5,64,0,6.9,4,90,1,C
29-07-2021,25.4,32.8,28.6,67,0,6.5,5,290,2,C
30-07-2021,25,33,29,72,,5.7,5,350,1,C
31-07-2021,26.6,31.6,29,70,,7,6,330,2,C
01-08-2021,25.6,32,28.3,78,3.3,3,5,340,2,C
02-08-2021,25.8,32,28.6,76,0,5.8,8,340,2,C
03-08-2021,,32.4,28.7,75,,4.9,4,340,2,C
04-08-2021,25.8,32.4,29.1,70,,6,8,320,2,SE
05-08-2021,26.8,31,27.4,81,0,6.3,5,300,1,C
06-08-2021,24.6,33,28.3,72,6.2,2.5,6,70,2,C
07-08-2021,25,33.4,29,74,,6.5,4,80,2,E
08-08-2021,26.2,33.4,29.3,74,,7.2,5,70,2,E
09-08-2021,26.8,33,29.6,75,0,5.8,5,60,2,C
10-08-2021,24.6,30.8,27.1,84,66.5,7.4,4,360,1,C
11-08-2021,24.6,33.2,28.7,74,,0.4,4,330,2,C
12-08-2021,25.2,33.8,29.1,64,,6.5,5,30,2,C
13-08-2021,25.6,30.4,28.2,76,0,7,6,330,1,C
14-08-2021,26.2,33.6,29.1,72,0,2,5,250,2,C
15-08-2021,25.8,34.4,29.6,68,,6.3,5,80,2,C
16-08-2021,26.4,33.6,29.4,67,,6.4,5,80,2,C
17-08-2021,27,32.6,29.3,71,0,7.5,6,350,1,C
18-08-2021,27,32,28.8,73,0,5.2,7,300,2,C
19-08-2021,25,32.4,28.2,75,,4,5,340,2,C
20-08-2021,25.4,32.4,28.6,72,,4.2,7,350,2,C
21-08-2021,26,30.8,27.6,77,3.7,4.5,7,320,2,C
22-08-2021,25.6,33.4,28.8,74,,1.5,4,90,1,C
23-08-2021,25.6,31.8,28.8,77,,3.4,6,340,1,C
24-08-2021,26.8,32.2,29.1,72,,6.5,8,330,2,C
25-08-2021,26,31.8,28.5,68,,2.1,4,330,1,C
26-08-2021,26,33,28.9,66,0,5.7,8,350,2,C
27-08-2021,25.6,33.2,28.6,71,,7.5,4,340,1,C
28-08-2021,26.2,33.4,29.8,63,,7,3,140,1,C
29-08-2021,27.2,32,28.6,72,0,6.5,4,340,1,C
30-08-2021,25.4,31.6,28.7,77,,0.5,7,320,2,C
31-08-2021,26.8,32.6,29.3,79,,2,4,320,1,C
01-09-2021,26.2,34,29.4,70,,3,6,20,1,C
02-09-2021,26.8,32.2,28.9,71,0,7,4,320,1,C
03-09-2021,26.8,32.4,29,70,0,6,4,330,1,C
04-09-2021,25,32,28.7,70,,4.4,4,20,1,C
05-09-2021,26.4,33.2,29.6,67,,7,7,340,2,C
06-09-2021,27.2,33.4,29.6,72,0,5.2,5,120,2,C
07-09-2021,27,31.4,28.8,74,0,4.3,4,340,1,C
08-09-2021,25,32,27.9,78,6.9,4,7,320,2,C
09-09-2021,23.6,32.4,27.8,74,22,7.2,7,330,1,C
10-09-2021,24.8,32.8,28.5,64,0,8.7,3,10,1,C
11-09-2021,26,32.4,29.1,70,0,8,3,320,1,C
12-09-2021,27.2,31.2,28.8,76,0,5,3,80,1,C
13-09-2021,26.4,33.2,29.3,73,,1.6,5,150,2,C
14-09-2021,24.8,27.6,25.8,89,36.7,5.5,4,260,1,C
15-09-2021,24,31.8,28,82,5.7,0,7,340,2,C
16-09-2021,25,33.6,29.2,77,,5.6,5,350,2,C
17-09-2021,26.6,34.2,29.7,72,0,9.7,4,140,2,C
18-09-2021,26.8,35,30.5,63,,8,3,120,1,C
19-09-2021,27.8,32.4,28.6,76,0,8,5,300,1,C
20-09-2021,26,31.8,28.8,72,17,5.6,5,330,1,C
21-09-2021,25,32.6,28.8,71,,,5,330,1,C
22-09-2021,26.4,33.8,29.5,69,,6,4,50,1,C
23-09-2021,27,33.8,29.7,69,0,8,6,100,2,C
24-09-2021,25.6,34,29.9,69,,6.9,4,60,2,E
25-09-2021,27,33.6,29.9,73,,8,5,130,2,E
26-09-2021,27.2,33,29.7,74,0,9.8,5,110,2,C
27-09-2021,26.2,32.6,29.1,79,17.6,8,4,300,1,C
28-09-2021,25,33.2,29,80,7.5,7,5,330,2,C
29-09-2021,26.6,32.6,29.4,74,,6.5,5,320,2,C
30-09-2021,27.4,32.4,29.6,72,0,8,6,330,1,C
01-10-2021,26.2,33.6,29.1,75,1.5,8,5,100,1,C
02-10-2021,26,31.4,28.9,75,,3.2,3,20,1,C
03-10-2021,25.6,33.2,29.1,69,,3,7,290,2,C
04-10-2021,26.6,32.4,28.4,75,0,7.7,6,330,1,C
05-10-2021,25.4,33,29,66,16.2,4.6,6,330,1,C
06-10-2021,,33.2,28.7,77,,6.8,4,330,1,C
07-10-2021,25.6,32.4,29.3,66,,5.5,8,330,2,C
08-10-2021,25.8,31.6,28.7,72,,6.4,5,320,1,C
09-10-2021,26.6,33.8,29.6,70,0,5.6,7,320,2,C
10-10-2021,26,33.4,29.8,72,,9.8,5,330,2,C
11-10-2021,26.8,33.6,29.3,70,,7,9,320,2,C
12-10-2021,26.6,33,29.5,68,0,5.8,5,310,1,C
13-10-2021,27.4,33.4,30.1,68,0,8,5,330,1,C
14-10-2021,25.8,33.2,29.5,72,,7,8,330,2,C
15-10-2021,27.8,34.2,30.2,71,0,2.7,5,330,1,C
16-10-2021,26.8,33.6,30.1,70,,5,5,340,2,C
17-10-2021,26,33.8,30.4,72,,5.7,3,310,1,C
